id_a,firstname_a,middlename_a,surname_a,sex_a,postcode_a,dob_a,first1_a,first2_a,middle1_a,middle2_a,sur1_a,sur2_a,title_a,shortfirst1_a,initfirst1_a,shortfirst2_a,initfirst2_a,shortmiddle1_a,initmiddle1_a,shortmiddle2_a,initmiddle2_a,shortsur1_a,initsur1_a,shortsur2_a,initsur2_a,initials_a,daybirth_a,monthbirth_a,yearbirth_a,pcarea_a,pcdistrict_a,age_a,id_b,firstname_b,middlename_b,surname_b,sex_b,postcode_b,dob_b,first1_b,first2_b,middle1_b,middle2_b,sur1_b,sur2_b,title_b,shortfirst1_b,initfirst1_b,shortfirst2_b,initfirst2_b,shortmiddle1_b,initmiddle1_b,shortmiddle2_b,initmiddle2_b,shortsur1_b,initsur1_b,shortsur2_b,initsur2_b,initials_b,daybirth_b,monthbirth_b,yearbirth_b,pcarea_b,pcdistrict_b,age_b,Match_Status,matched_on
DN320NX_67,DAISY,FLORENCE,HOPKINS,2,DN320NX,1992-03-04,DAISY,,FLORENCE,,HOPKINS,,,DAI,D,,,FLO,F,,,HOP,H,,,DFH,4,3,1992,DN,DN32,34,DN320NX_67,DAISY,FLORENCE,HOPKINS,2,DN320NX,1992-03-04,DAISY,,FLORENCE,,HOPKINS,,,DAI,D,,,FLO,F,,,HOP,H,,,DFH,4,3,1992,DN,DN32,34,1,EXACT
DN320NX_71,GEORGE,THEO,ROBINSON,1,DN320NX,1984-01-04,GEORGE,,THEO,,ROBINSON,,,GEO,G,,,THE,T,,,ROB,R,,,GTR,4,1,1984,DN,DN32,42,DN320NX_71,GEORGE,THEO,ROBINSON,1,DN320NX,1984-01-04,GEORGE,,THEO,,ROBINSON,,,GEO,G,,,THE,T,,,ROB,R,,,GTR,4,1,1984,DN,DN32,42,1,EXACT
DN320NX_73,CALLUM,CHARLIE,COLLINS,1,DN320NX,1984-02-04,CALLUM,,CHARLIE,,COLLINS,,,CAL,C,,,CHA,C,,,COL,C,,,CCC,4,2,1984,DN,DN32,42,DN320NX_73,CALLUM,CHARLIE,COLLINS,1,DN320NX,1984-02-04,CALLUM,,CHARLIE,,COLLINS,,,CAL,C,,,CHA,C,,,COL,C,,,CCC,4,2,1984,DN,DN32,42,1,EXACT
DN320NX_74,HOLLIE,DAISY,ROBINSON,2,DN320NX,1988-01-07,HOLLIE,,DAISY,,ROBINSON,,,HOL,H,,,DAI,D,,,ROB,R,,,HDR,7,1,1988,DN,DN32,38,DN320NX_74,HOLLIE,DAISY,ROBINSON,2,DN320NX,1988-01-07,HOLLIE,,DAISY,,ROBINSON,,,HOL,H,,,DAI,D,,,ROB,R,,,HDR,7,1,1988,DN,DN32,38,1,EXACT
DN320NX_80,,MADDISON,COLLINS,2,DN320NX,1983-02-02,,,MADDISON,,COLLINS,,,,,,,MAD,M,,,COL,C,,,MC,2,2,1983,DN,DN32,43,DN320NX_80,,MADDISON,COLLINS,2,DN320NX,1983-02-02,,,MADDISON,,COLLINS,,,,,,,MAD,M,,,COL,C,,,MC,2,2,1983,DN,DN32,43,1,EXACT
DN320NX_81,CAMERON,HARRISON,ROBINSON,1,DN320NX,1988-01-05,CAMERON,,HARRISON,,ROBINSON,,,CAM,C,,,HAR,H,,,ROB,R,,,CHR,5,1,1988,DN,DN32,38,DN320NX_81,CAMERON,HARRISON,ROBINSON,1,DN320NX,1988-01-05,CAMERON,,HARRISON,,ROBINSON,,,CAM,C,,,HAR,H,,,ROB,R,,,CHR,5,1,1988,DN,DN32,38,1,EXACT
DN320NX_92,MUHAMMAD,CHARLIE,,1,DN320NX,1985-03-03,MUHAMMAD,,CHARLIE,,,,,MUH,M,,,CHA,C,,,,,,,MC,3,3,1985,DN,DN32,41,DN320NX_92,MUHAMMAD,CHARLIE,,1,DN320NX,1985-03-03,MUHAMMAD,,CHARLIE,,,,,MUH,M,,,CHA,C,,,,,,,MC,3,3,1985,DN,DN32,41,1,EXACT
DN320NX_93,DAISY,,WALLACE,2,DN320NX,1987-02-07,DAISY,,,,WALLACE,,,DAI,D,,,,,,,WAL,W,,,DW,7,2,1987,DN,DN32,39,DN320NX_93,DAISY,,WALLACE,2,DN320NX,1987-02-07,DAISY,,,,WALLACE,,,DAI,D,,,,,,,WAL,W,,,DW,7,2,1987,DN,DN32,39,1,EXACT
DN320NX_94,,DYLAN,EVANS,1,DN320NX,1984-02-07,,,DYLAN,,EVANS,,,,,,,DYL,D,,,EVA,E,,,DE,7,2,1984,DN,DN32,42,DN320NX_94,,DYLAN,EVANS,1,DN320NX,1984-02-07,,,DYLAN,,EVANS,,,,,,,DYL,D,,,EVA,E,,,DE,7,2,1984,DN,DN32,42,1,EXACT
DN320NX_95,MUHAMMAD,GEORGE,HARRISON,1,DN320NX,1990-01-01,MUHAMMAD,,GEORGE,,HARRISON,,,MUH,M,,,GEO,G,,,HAR,H,,,MGH,1,1,1990,DN,DN32,36,DN320NX_95,MUHAMMAD,GEORGE,HARRISON,1,DN320NX,1990-01-01,MUHAMMAD,,GEORGE,,HARRISON,,,MUH,M,,,GEO,G,,,HAR,H,,,MGH,1,1,1990,DN,DN32,36,1,EXACT
DN320NX_97,HOPE,FLORENCE,ROBINSON,2,DN320NX,1989-02-07,HOPE,,FLORENCE,,ROBINSON,,,HOP,H,,,FLO,F,,,ROB,R,,,HFR,7,2,1989,DN,DN32,37,DN320NX_97,HOPE,FLORENCE,ROBINSON,2,DN320NX,1989-02-07,HOPE,,FLORENCE,,ROBINSON,,,HOP,H,,,FLO,F,,,ROB,R,,,HFR,7,2,1989,DN,DN32,37,1,EXACT
DN332LN_1,LYLA,,MURRAY,2,DN332LN,1992-03-04,LYLA,,,,MURRAY,,,LYL,L,,,,,,,MUR,M,,,LM,4,3,1992,DN,DN33,34,DN332LN_1,LYLA,,MURRAY,2,DN332LN,1992-03-04,LYLA,,,,MURRAY,,,LYL,L,,,,,,,MUR,M,,,LM,4,3,1992,DN,DN33,34,1,EXACT
DN332LN_102,CHARLIE,,JAMES,1,DN332LN,1990-02-06,CHARLIE,,,,JAMES,,,CHA,C,,,,,,,JAM,J,,,CJ,6,2,1990,DN,DN33,36,DN332LN_102,CHARLIE,,JAMES,1,DN332LN,1990-02-06,CHARLIE,,,,JAMES,,,CHA,C,,,,,,,JAM,J,,,CJ,6,2,1990,DN,DN33,36,1,EXACT
DN332LN_122,MUHAMMAD,THEO,ROBINSON,1,DN332LN,1988-02-02,MUHAMMAD,,THEO,,ROBINSON,,,MUH,M,,,THE,T,,,ROB,R,,,MTR,2,2,1988,DN,DN33,38,DN332LN_122,MUHAMMAD,THEO,ROBINSON,1,DN332LN,1988-02-02,MUHAMMAD,,THEO,,ROBINSON,,,MUH,M,,,THE,T,,,ROB,R,,,MTR,2,2,1988,DN,DN33,38,1,EXACT
DN332LN_132,,HOPE,MURRAY,2,DN332LN,1988-01-01,,,HOPE,,MURRAY,,,,,,,HOP,H,,,MUR,M,,,HM,1,1,1988,DN,DN33,38,DN332LN_132,,HOPE,MURRAY,2,DN332LN,1988-01-01,,,HOPE,,MURRAY,,,,,,,HOP,H,,,MUR,M,,,HM,1,1,1988,DN,DN33,38,1,EXACT
DN332LN_17,HARRISON,DYLAN,BOOTH,1,DN332LN,1984-02-01,HARRISON,,DYLAN,,BOOTH,,,HAR,H,,,DYL,D,,,BOO,B,,,HDB,1,2,1984,DN,DN33,42,DN332LN_17,HARRISON,DYLAN,BOOTH,1,DN332LN,1984-02-01,HARRISON,,DYLAN,,BOOTH,,,HAR,H,,,DYL,D,,,BOO,B,,,HDB,1,2,1984,DN,DN33,42,1,EXACT
DN332LN_18,HOLLIE,DAISY,JAMES,2,DN332LN,1988-02-04,HOLLIE,,DAISY,,JAMES,,,HOL,H,,,DAI,D,,,JAM,J,,,HDJ,4,2,1988,DN,DN33,38,DN332LN_18,HOLLIE,DAISY,JAMES,2,DN332LN,1988-02-04,HOLLIE,,DAISY,,JAMES,,,HOL,H,,,DAI,D,,,JAM,J,,,HDJ,4,2,1988,DN,DN33,38,1,EXACT
DN332LN_2,,LYLA,COLLINS,2,DN332LN,1985-03-07,,,LYLA,,COLLINS,,,,,,,LYL,L,,,COL,C,,,LC,7,3,1985,DN,DN33,41,DN332LN_2,,LYLA,COLLINS,2,DN332LN,1985-03-07,,,LYLA,,COLLINS,,,,,,,LYL,L,,,COL,C,,,LC,7,3,1985,DN,DN33,41,1,EXACT
DN332LN_27,,ESME,HARRISON,2,DN332LN,1985-03-04,,,ESME,,HARRISON,,,,,,,ESM,E,,,HAR,H,,,EH,4,3,1985,DN,DN33,41,DN332LN_27,,ESME,HARRISON,2,DN332LN,1985-03-04,,,ESME,,HARRISON,,,,,,,ESM,E,,,HAR,H,,,EH,4,3,1985,DN,DN33,41,1,EXACT
DN332LN_32,FLORENCE,,COLLINS,2,DN332LN,1988-03-01,FLORENCE,,,,COLLINS,,,FLO,F,,,,,,,COL,C,,,FC,1,3,1988,DN,DN33,38,DN332LN_32,FLORENCE,,COLLINS,2,DN332LN,1988-03-01,FLORENCE,,,,COLLINS,,,FLO,F,,,,,,,COL,C,,,FC,1,3,1988,DN,DN33,38,1,EXACT
DN332LN_35,ESME,THEA,MURRAY,2,DN332LN,1985-02-01,ESME,,THEA,,MURRAY,,,ESM,E,,,THE,T,,,MUR,M,,,ETM,1,2,1985,DN,DN33,41,DN332LN_35,ESME,THEA,MURRAY,2,DN332LN,1985-02-01,ESME,,THEA,,MURRAY,,,ESM,E,,,THE,T,,,MUR,M,,,ETM,1,2,1985,DN,DN33,41,1,EXACT
DN332LN_36,HARRISON,,HARRISON,1,DN332LN,1983-02-03,HARRISON,,,,HARRISON,,,HAR,H,,,,,,,HAR,H,,,HH,3,2,1983,DN,DN33,43,DN332LN_36,HARRISON,,HARRISON,1,DN332LN,1983-02-03,HARRISON,,,,HARRISON,,,HAR,H,,,,,,,HAR,H,,,HH,3,2,1983,DN,DN33,43,1,EXACT
DN332LN_37,DYLAN,MUHAMMAD,MURRAY,1,DN332LN,1993-02-08,DYLAN,,MUHAMMAD,,MURRAY,,,DYL,D,,,MUH,M,,,MUR,M,,,DMM,8,2,1993,DN,DN33,33,DN332LN_37,DYLAN,MUHAMMAD,MURRAY,1,DN332LN,1993-02-08,DYLAN,,MUHAMMAD,,MURRAY,,,DYL,D,,,MUH,M,,,MUR,M,,,DMM,8,2,1993,DN,DN33,33,1,EXACT
DN332LN_38,LYLA,,BOOTH,2,DN332LN,1984-02-04,LYLA,,,,BOOTH,,,LYL,L,,,,,,,BOO,B,,,LB,4,2,1984,DN,DN33,42,DN332LN_38,LYLA,,BOOTH,2,DN332LN,1984-02-04,LYLA,,,,BOOTH,,,LYL,L,,,,,,,BOO,B,,,LB,4,2,1984,DN,DN33,42,1,EXACT
DN332LN_39,DAISY,FLORENCE,ROBINSON,2,DN332LN,1983-03-06,DAISY,,FLORENCE,,ROBINSON,,,DAI,D,,,FLO,F,,,ROB,R,,,DFR,6,3,1983,DN,DN33,43,DN332LN_39,DAISY,FLORENCE,ROBINSON,2,DN332LN,1983-03-06,DAISY,,FLORENCE,,ROBINSON,,,DAI,D,,,FLO,F,,,ROB,R,,,DFR,6,3,1983,DN,DN33,43,1,EXACT
DN332LN_41,HARRISON,,EVANS,1,DN332LN,1990-02-02,HARRISON,,,,EVANS,,,HAR,H,,,,,,,EVA,E,,,HE,2,2,1990,DN,DN33,36,DN332LN_41,HARRISON,,EVANS,1,DN332LN,1990-02-02,HARRISON,,,,EVANS,,,HAR,H,,,,,,,EVA,E,,,HE,2,2,1990,DN,DN33,36,1,EXACT
DN332LN_42,,MADDISON,JAMES,2,DN332LN,1991-01-08,,,MADDISON,,JAMES,,,,,,,MAD,M,,,JAM,J,,,MJ,8,1,1991,DN,DN33,35,DN332LN_42,,MADDISON,JAMES,2,DN332LN,1991-01-08,,,MADDISON,,JAMES,,,,,,,MAD,M,,,JAM,J,,,MJ,8,1,1991,DN,DN33,35,1,EXACT
DN332LN_49,LENA,THEA,HOPKINS,2,DN332LN,1989-01-07,LENA,,THEA,,HOPKINS,,,LEN,L,,,THE,T,,,HOP,H,,,LTH,7,1,1989,DN,DN33,37,DN332LN_49,LENA,THEA,HOPKINS,2,DN332LN,1989-01-07,LENA,,THEA,,HOPKINS,,,LEN,L,,,THE,T,,,HOP,H,,,LTH,7,1,1989,DN,DN33,37,1,EXACT
DN332LN_52,CHARLIE,,BOOTH,1,DN332LN,1990-02-02,CHARLIE,,,,BOOTH,,,CHA,C,,,,,,,BOO,B,,,CB,2,2,1990,DN,DN33,36,DN332LN_52,CHARLIE,,BOOTH,1,DN332LN,1990-02-02,CHARLIE,,,,BOOTH,,,CHA,C,,,,,,,BOO,B,,,CB,2,2,1990,DN,DN33,36,1,EXACT
DN332LN_56,FLORENCE,,COLLINS,2,DN332LN,1993-02-05,FLORENCE,,,,COLLINS,,,FLO,F,,,,,,,COL,C,,,FC,5,2,1993,DN,DN33,33,DN332LN_56,FLORENCE,,COLLINS,2,DN332LN,1993-02-05,FLORENCE,,,,COLLINS,,,FLO,F,,,,,,,COL,C,,,FC,5,2,1993,DN,DN33,33,1,EXACT
DN332LN_63,ESME,FLORENCE,ROBINSON,2,DN332LN,1990-02-04,ESME,,FLORENCE,,ROBINSON,,,ESM,E,,,FLO,F,,,ROB,R,,,EFR,4,2,1990,DN,DN33,36,DN332LN_63,ESME,FLORENCE,ROBINSON,2,DN332LN,1990-02-04,ESME,,FLORENCE,,ROBINSON,,,ESM,E,,,FLO,F,,,ROB,R,,,EFR,4,2,1990,DN,DN33,36,1,EXACT
DN332LN_66,DYLAN,,HOPKINS,1,DN332LN,1993-02-06,DYLAN,,,,HOPKINS,,,DYL,D,,,,,,,HOP,H,,,DH,6,2,1993,DN,DN33,33,DN332LN_66,DYLAN,,HOPKINS,1,DN332LN,1993-02-06,DYLAN,,,,HOPKINS,,,DYL,D,,,,,,,HOP,H,,,DH,6,2,1993,DN,DN33,33,1,EXACT
DN332LN_67,MUHAMMAD,GEORGE,WALLACE,1,DN332LN,1985-01-03,MUHAMMAD,,GEORGE,,WALLACE,,,MUH,M,,,GEO,G,,,WAL,W,,,MGW,3,1,1985,DN,DN33,41,DN332LN_67,MUHAMMAD,GEORGE,WALLACE,1,DN332LN,1985-01-03,MUHAMMAD,,GEORGE,,WALLACE,,,MUH,M,,,GEO,G,,,WAL,W,,,MGW,3,1,1985,DN,DN33,41,1,EXACT
DN332LN_73,HARRISON,DYLAN,CHAPMAN,1,DN332LN,1987-01-05,HARRISON,,DYLAN,,CHAPMAN,,,HAR,H,,,DYL,D,,,CHA,C,,,HDC,5,1,1987,DN,DN33,39,DN332LN_73,HARRISON,DYLAN,CHAPMAN,1,DN332LN,1987-01-05,HARRISON,,DYLAN,,CHAPMAN,,,HAR,H,,,DYL,D,,,CHA,C,,,HDC,5,1,1987,DN,DN33,39,1,EXACT
DN332LN_8,LUCIE,HOLLIE,EVANS,2,DN332LN,1993-01-04,LUCIE,,HOLLIE,,EVANS,,,LUC,L,,,HOL,H,,,EVA,E,,,LHE,4,1,1993,DN,DN33,33,DN332LN_8,LUCIE,HOLLIE,EVANS,2,DN332LN,1993-01-04,LUCIE,,HOLLIE,,EVANS,,,LUC,L,,,HOL,H,,,EVA,E,,,LHE,4,1,1993,DN,DN33,33,1,EXACT
DN332LN_80,DAISY,MADDISON,BOOTH,2,DN332LN,1986-01-02,DAISY,,MADDISON,,BOOTH,,,DAI,D,,,MAD,M,,,BOO,B,,,DMB,2,1,1986,DN,DN33,40,DN332LN_80,DAISY,MADDISON,BOOTH,2,DN332LN,1986-01-02,DAISY,,MADDISON,,BOOTH,,,DAI,D,,,MAD,M,,,BOO,B,,,DMB,2,1,1986,DN,DN33,40,1,EXACT
DN332LN_86,THEA,DAISY,ROBINSON,2,DN332LN,1986-01-07,THEA,,DAISY,,ROBINSON,,,THE,T,,,DAI,D,,,ROB,R,,,TDR,7,1,1986,DN,DN33,40,DN332LN_86,THEA,DAISY,ROBINSON,2,DN332LN,1986-01-07,THEA,,DAISY,,ROBINSON,,,THE,T,,,DAI,D,,,ROB,R,,,TDR,7,1,1986,DN,DN33,40,1,EXACT
DN332LN_89,DYLAN,LUCAS,HARRISON,1,DN332LN,1985-01-07,DYLAN,,LUCAS,,HARRISON,,,DYL,D,,,LUC,L,,,HAR,H,,,DLH,7,1,1985,DN,DN33,41,DN332LN_89,DYLAN,LUCAS,HARRISON,1,DN332LN,1985-01-07,DYLAN,,LUCAS,,HARRISON,,,DYL,D,,,LUC,L,,,HAR,H,,,DLH,7,1,1985,DN,DN33,41,1,EXACT
DN332LN_9,THEO,CHARLIE,CHAPMAN,1,DN332LN,1984-02-04,THEO,,CHARLIE,,CHAPMAN,,,THE,T,,,CHA,C,,,CHA,C,,,TCC,4,2,1984,DN,DN33,42,DN332LN_9,THEO,CHARLIE,CHAPMAN,1,DN332LN,1984-02-04,THEO,,CHARLIE,,CHAPMAN,,,THE,T,,,CHA,C,,,CHA,C,,,TCC,4,2,1984,DN,DN33,42,1,EXACT
DN332LN_97,,DAISY,CHAPMAN,2,DN332LN,1987-02-02,,,DAISY,,CHAPMAN,,,,,,,DAI,D,,,CHA,C,,,DC,2,2,1987,DN,DN33,39,DN332LN_97,,DAISY,CHAPMAN,2,DN332LN,1987-02-02,,,DAISY,,CHAPMAN,,,,,,,DAI,D,,,CHA,C,,,DC,2,2,1987,DN,DN33,39,1,EXACT
DN332LN_99,,,MURRAY,1,DN332LN,1991-03-02,,,,,MURRAY,,,,,,,,,,,MUR,M,,,M,2,3,1991,DN,DN33,35,DN332LN_99,,,MURRAY,1,DN332LN,1991-03-02,,,,,MURRAY,,,,,,,,,,,MUR,M,,,M,2,3,1991,DN,DN33,35,1,EXACT
DN358AJ_1,LENA,DAISY,ROBINSON,2,DN358AJ,1983-03-04,LENA,,DAISY,,ROBINSON,,,LEN,L,,,DAI,D,,,ROB,R,,,LDR,4,3,1983,DN,DN35,43,DN358AJ_1,LENA,DAISY,ROBINSON,2,DN358AJ,1983-03-04,LENA,,DAISY,,ROBINSON,,,LEN,L,,,DAI,D,,,ROB,R,,,LDR,4,3,1983,DN,DN35,43,1,EXACT
DN358AJ_105,LYLA,FLORENCE,CHAPMAN,2,DN358AJ,1987-01-02,LYLA,,FLORENCE,,CHAPMAN,,,LYL,L,,,FLO,F,,,CHA,C,,,LFC,2,1,1987,DN,DN35,39,DN358AJ_105,LYLA,FLORENCE,CHAPMAN,2,DN358AJ,1987-01-02,LYLA,,FLORENCE,,CHAPMAN,,,LYL,L,,,FLO,F,,,CHA,C,,,LFC,2,1,1987,DN,DN35,39,1,EXACT
DN358AJ_110,LYLA,ESME,CHATHAM,2,DN358AJ,1993-01-08,LYLA,,ESME,,CHATHAM,,,LYL,L,,,ESM,E,,,CHA,C,,,LEC,8,1,1993,DN,DN35,33,DN358AJ_110,LYLA,ESME,CHATHAM,2,DN358AJ,1993-01-08,LYLA,,ESME,,CHATHAM,,,LYL,L,,,ESM,E,,,CHA,C,,,LEC,8,1,1993,DN,DN35,33,1,EXACT
DN358AJ_112,DAISY,THEA,CHAPMAN,2,DN358AJ,1987-03-06,DAISY,,THEA,,CHAPMAN,,,DAI,D,,,THE,T,,,CHA,C,,,DTC,6,3,1987,DN,DN35,39,DN358AJ_112,DAISY,THEA,CHAPMAN,2,DN358AJ,1987-03-06,DAISY,,THEA,,CHAPMAN,,,DAI,D,,,THE,T,,,CHA,C,,,DTC,6,3,1987,DN,DN35,39,1,EXACT
DN358AJ_118,ESME,FLORENCE,ROBINSON,2,DN358AJ,1988-01-01,ESME,,FLORENCE,,ROBINSON,,,ESM,E,,,FLO,F,,,ROB,R,,,EFR,1,1,1988,DN,DN35,38,DN358AJ_118,ESME,FLORENCE,ROBINSON,2,DN358AJ,1988-01-01,ESME,,FLORENCE,,ROBINSON,,,ESM,E,,,FLO,F,,,ROB,R,,,EFR,1,1,1988,DN,DN35,38,1,EXACT
DN358AJ_119,LUCIE,,ROBINSON,2,DN358AJ,1987-02-01,LUCIE,,,,ROBINSON,,,LUC,L,,,,,,,ROB,R,,,LR,1,2,1987,DN,DN35,39,DN358AJ_119,LUCIE,,ROBINSON,2,DN358AJ,1987-02-01,LUCIE,,,,ROBINSON,,,LUC,L,,,,,,,ROB,R,,,LR,1,2,1987,DN,DN35,39,1,EXACT
DN358AJ_122,ESME,LYLA,ROBINSON,2,DN358AJ,1988-03-03,ESME,,LYLA,,ROBINSON,,,ESM,E,,,LYL,L,,,ROB,R,,,ELR,3,3,1988,DN,DN35,38,DN358AJ_122,ESME,LYLA,ROBINSON,2,DN358AJ,1988-03-03,ESME,,LYLA,,ROBINSON,,,ESM,E,,,LYL,L,,,ROB,R,,,ELR,3,3,1988,DN,DN35,38,1,EXACT
DN358AJ_124,GEORGE,LUCAS,MURRAY,1,DN358AJ,1990-02-05,GEORGE,,LUCAS,,MURRAY,,,GEO,G,,,LUC,L,,,MUR,M,,,GLM,5,2,1990,DN,DN35,36,DN358AJ_124,GEORGE,LUCAS,MURRAY,1,DN358AJ,1990-02-05,GEORGE,,LUCAS,,MURRAY,,,GEO,G,,,LUC,L,,,MUR,M,,,GLM,5,2,1990,DN,DN35,36,1,EXACT
DN358AJ_127,HARRISON,MUHAMMAD,JAMES,1,DN358AJ,1987-03-08,HARRISON,,MUHAMMAD,,JAMES,,,HAR,H,,,MUH,M,,,JAM,J,,,HMJ,8,3,1987,DN,DN35,39,DN358AJ_127,HARRISON,MUHAMMAD,JAMES,1,DN358AJ,1987-03-08,HARRISON,,MUHAMMAD,,JAMES,,,HAR,H,,,MUH,M,,,JAM,J,,,HMJ,8,3,1987,DN,DN35,39,1,EXACT
DN358AJ_15,LUCAS,MUHAMMAD,HARRISON,1,DN358AJ,1989-01-07,LUCAS,,MUHAMMAD,,HARRISON,,,LUC,L,,,MUH,M,,,HAR,H,,,LMH,7,1,1989,DN,DN35,37,DN358AJ_15,LUCAS,MUHAMMAD,HARRISON,1,DN358AJ,1989-01-07,LUCAS,,MUHAMMAD,,HARRISON,,,LUC,L,,,MUH,M,,,HAR,H,,,LMH,7,1,1989,DN,DN35,37,1,EXACT
DN358AJ_2,CALLUM,MUHAMMAD,EVANS,1,DN358AJ,1985-03-04,CALLUM,,MUHAMMAD,,EVANS,,,CAL,C,,,MUH,M,,,EVA,E,,,CME,4,3,1985,DN,DN35,41,DN358AJ_2,CALLUM,MUHAMMAD,EVANS,1,DN358AJ,1985-03-04,CALLUM,,MUHAMMAD,,EVANS,,,CAL,C,,,MUH,M,,,EVA,E,,,CME,4,3,1985,DN,DN35,41,1,EXACT
DN358AJ_30,DAISY,LYLA,BOOTH,2,DN358AJ,1985-03-02,DAISY,,LYLA,,BOOTH,,,DAI,D,,,LYL,L,,,BOO,B,,,DLB,2,3,1985,DN,DN35,41,DN358AJ_30,DAISY,LYLA,BOOTH,2,DN358AJ,1985-03-02,DAISY,,LYLA,,BOOTH,,,DAI,D,,,LYL,L,,,BOO,B,,,DLB,2,3,1985,DN,DN35,41,1,EXACT
DN358AJ_32,DAISY,,CHAPMAN,2,DN358AJ,1992-03-03,DAISY,,,,CHAPMAN,,,DAI,D,,,,,,,CHA,C,,,DC,3,3,1992,DN,DN35,34,DN358AJ_32,DAISY,,CHAPMAN,2,DN358AJ,1992-03-03,DAISY,,,,CHAPMAN,,,DAI,D,,,,,,,CHA,C,,,DC,3,3,1992,DN,DN35,34,1,EXACT
DN358AJ_37,,RILEY,BOOTH,1,DN358AJ,1983-01-01,,,RILEY,,BOOTH,,,,,,,RIL,R,,,BOO,B,,,RB,1,1,1983,DN,DN35,43,DN358AJ_37,,RILEY,BOOTH,1,DN358AJ,1983-01-01,,,RILEY,,BOOTH,,,,,,,RIL,R,,,BOO,B,,,RB,1,1,1983,DN,DN35,43,1,EXACT
DN358AJ_40,HARRISON,MUHAMMAD,HOPKINS,1,DN358AJ,1986-01-05,HARRISON,,MUHAMMAD,,HOPKINS,,,HAR,H,,,MUH,M,,,HOP,H,,,HMH,5,1,1986,DN,DN35,40,DN358AJ_40,HARRISON,MUHAMMAD,HOPKINS,1,DN358AJ,1986-01-05,HARRISON,,MUHAMMAD,,HOPKINS,,,HAR,H,,,MUH,M,,,HOP,H,,,HMH,5,1,1986,DN,DN35,40,1,EXACT
DN358AJ_41,HOPE,HOLLIE,ROBINSON,2,DN358AJ,1985-01-06,HOPE,,HOLLIE,,ROBINSON,,,HOP,H,,,HOL,H,,,ROB,R,,,HHR,6,1,1985,DN,DN35,41,DN358AJ_41,HOPE,HOLLIE,ROBINSON,2,DN358AJ,1985-01-06,HOPE,,HOLLIE,,ROBINSON,,,HOP,H,,,HOL,H,,,ROB,R,,,HHR,6,1,1985,DN,DN35,41,1,EXACT
DN358AJ_42,HOLLIE,LENA,EVANS,2,DN358AJ,1992-02-01,HOLLIE,,LENA,,EVANS,,,HOL,H,,,LEN,L,,,EVA,E,,,HLE,1,2,1992,DN,DN35,34,DN358AJ_42,HOLLIE,LENA,EVANS,2,DN358AJ,1992-02-01,HOLLIE,,LENA,,EVANS,,,HOL,H,,,LEN,L,,,EVA,E,,,HLE,1,2,1992,DN,DN35,34,1,EXACT
DN358AJ_52,LUCIE,ESME,JAMES,2,DN358AJ,1986-02-06,LUCIE,,ESME,,JAMES,,,LUC,L,,,ESM,E,,,JAM,J,,,LEJ,6,2,1986,DN,DN35,40,DN358AJ_52,LUCIE,ESME,JAMES,2,DN358AJ,1986-02-06,LUCIE,,ESME,,JAMES,,,LUC,L,,,ESM,E,,,JAM,J,,,LEJ,6,2,1986,DN,DN35,40,1,EXACT
DN358AJ_53,LYLA,HOLLIE,HOPKINS,2,DN358AJ,1984-02-07,LYLA,,HOLLIE,,HOPKINS,,,LYL,L,,,HOL,H,,,HOP,H,,,LHH,7,2,1984,DN,DN35,42,DN358AJ_53,LYLA,HOLLIE,HOPKINS,2,DN358AJ,1984-02-07,LYLA,,HOLLIE,,HOPKINS,,,LYL,L,,,HOL,H,,,HOP,H,,,LHH,7,2,1984,DN,DN35,42,1,EXACT
DN358AJ_55,THEO,,COLLINS,1,DN358AJ,1990-01-06,THEO,,,,COLLINS,,,THE,T,,,,,,,COL,C,,,TC,6,1,1990,DN,DN35,36,DN358AJ_55,THEO,,COLLINS,1,DN358AJ,1990-01-06,THEO,,,,COLLINS,,,THE,T,,,,,,,COL,C,,,TC,6,1,1990,DN,DN35,36,1,EXACT
DN358AJ_56,,HARRISON,EVANS,1,DN358AJ,1987-03-06,,,HARRISON,,EVANS,,,,,,,HAR,H,,,EVA,E,,,HE,6,3,1987,DN,DN35,39,DN358AJ_56,,HARRISON,EVANS,1,DN358AJ,1987-03-06,,,HARRISON,,EVANS,,,,,,,HAR,H,,,EVA,E,,,HE,6,3,1987,DN,DN35,39,1,EXACT
DN358AJ_67,LUCIE,LYLA,COLLINS,2,DN358AJ,1985-01-03,LUCIE,,LYLA,,COLLINS,,,LUC,L,,,LYL,L,,,COL,C,,,LLC,3,1,1985,DN,DN35,41,DN358AJ_67,LUCIE,LYLA,COLLINS,2,DN358AJ,1985-01-03,LUCIE,,LYLA,,COLLINS,,,LUC,L,,,LYL,L,,,COL,C,,,LLC,3,1,1985,DN,DN35,41,1,EXACT
DN358AJ_69,,DAISY,HOPKINS,2,DN358AJ,1984-02-07,,,DAISY,,HOPKINS,,,,,,,DAI,D,,,HOP,H,,,DH,7,2,1984,DN,DN35,42,DN358AJ_69,,DAISY,HOPKINS,2,DN358AJ,1984-02-07,,,DAISY,,HOPKINS,,,,,,,DAI,D,,,HOP,H,,,DH,7,2,1984,DN,DN35,42,1,EXACT
